INSERT INTO oceny (user_id, temat, przedmiot, wartosc, data_wystawienia) VALUES('101', 'Kartkówka', 'Język Francuski', '3', '2016-09-14 08:10:19'), 
('101', 'Praca dodatkowa', 'Język Angielski', '1', '2016-12-20 20:50:14'), 
('126', 'Zachowanie', 'Chemia', '6', '2016-10-14 01:17:56'), 
('126', 'Aktywność na lekcji', 'Godzina Wychowawcza', '5', '2017-01-08 18:58:22'), 
('126', 'Sprawdzian', 'Godzina Wychowawcza', '1', '2016-12-27 17:44:36'), 
('126', 'Zachowanie', 'Język Polski', '5', '2016-10-02 11:38:19'), 
('126', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '1', '2016-10-18 06:43:16'), 
('126', 'Sprawdzian', 'Zajęcia Artystyczne', '4', '2016-09-10 15:26:12'), 
('126', 'Odpowiedź ustna', 'Chemia', '1', '2016-09-13 07:20:08'), 
('126', 'Sprawdzian', 'Technika', '1', '2016-12-31 06:49:23'), 
('126', 'Zachowanie', 'Język Włoski', '2', '2016-12-31 10:07:17'), 
('126', 'Zachowanie', 'Język Hiszpański', '5', '2016-10-26 20:02:03'), 
('127', 'Projekt', 'Wychowanie Fizyczne', '3', '2016-12-14 00:53:55'), 
('127', 'Aktywność na lekcji', 'Geografia', '5', '2017-01-11 01:57:12'), 
('127', 'Sprawdzian', 'Religia', '4', '2016-10-26 20:45:10'), 
('127', 'Odpowiedź ustna', 'Język Angielski', '5', '2016-12-04 23:43:15'), 
('127', 'Sprawdzian', 'Muzyka', '2', '2016-09-12 21:45:19'), 
('127', 'Projekt', 'Muzyka', '6', '2016-12-29 19:17:17'), 
('127', 'Kartkówka', 'Geografia', '3', '2016-11-15 15:18:27'), 
('127', 'Odpowiedź ustna', 'Język Rosyjski', '6', '2016-10-16 04:49:34'), 
('127', 'Egzamin', 'Zajęcia Artystyczne', '2', '2017-02-02 12:32:18'), 
('127', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '2', '2016-10-10 00:44:07'), 
('127', 'Egzamin', 'Matematyka', '3', '2016-10-08 02:55:59'), 
('127', 'Praca dodatkowa', 'Matematyka', '2', '2016-12-09 02:41:57'), 
('127', 'Zachowanie', 'Informatyka', '4', '2016-12-08 01:54:06'), 
('127', 'Zachowanie', 'Język Angielski', '6', '2016-10-07 03:43:28'), 
('127', 'Projekt', 'Informatyka', '4', '2016-11-13 07:56:14'), 
('127', 'Zachowanie', 'Język Polski', '6', '2016-10-10 08:02:02'), 
('127', 'Kartkówka', 'Język Francuski', '6', '2017-01-12 11:19:05'), 
('127', 'Projekt', 'Fizyka', '4', '2016-10-17 18:46:30'), 
('127', 'Zachowanie', 'Zajęcia Artystyczne', '4', '2016-09-22 21:35:57'), 
('127', 'Aktywność na lekcji', 'Informatyka', '2', '2017-01-10 12:23:57'), 
('128', 'Sprawdzian', 'Zajęcia Artystyczne', '5', '2016-10-12 23:05:27'), 
('128', 'Kartkówka', 'Język Włoski', '2', '2017-01-08 09:35:02'), 
('128', 'Odpowiedź ustna', 'Geografia', '6', '2016-11-05 17:54:11'), 
('128', 'Egzamin', 'Chemia', '3', '2016-11-17 15:26:38'), 
('128', 'Zachowanie', 'Fizyka', '5', '2016-10-03 07:29:40'), 
('128', 'Projekt', 'Religia', '4', '2016-12-29 18:53:14'), 
('128', 'Odpowiedź ustna', 'Język Angielski', '3', '2016-09-28 18:08:25'), 
('128', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '1', '2017-01-23 00:07:44'), 
('128', 'Praca dodatkowa', 'Matematyka', '2', '2016-11-16 13:55:33'), 
('128', 'Kartkówka', 'Język Polski', '2', '2016-10-06 15:55:33'), 
('128', 'Kartkówka', 'Chemia', '2', '2017-01-22 23:47:49'), 
('128', 'Odpowiedź ustna', 'Fizyka', '6', '2017-01-01 19:09:49'), 
('128', 'Projekt', 'Język Hiszpański', '6', '2016-10-27 06:59:19'), 
('128', 'Sprawdzian', 'Język Francuski', '6', '2017-01-04 14:44:14'), 
('128', 'Egzamin', 'Język Rosyjski', '2', '2016-12-25 20:23:11'), 
('128', 'Praca dodatkowa', 'Wychowanie Fizyczne', '4', '2016-09-07 10:23:00'), 
('128', 'Praca dodatkowa', 'Technika', '4', '2016-10-17 17:29:52'), 
('128', 'Projekt', 'Język Polski', '6', '2016-11-13 20:43:31'), 
('128', 'Egzamin', 'Język Hiszpański', '3', '2016-12-15 18:02:49'), 
('128', 'Sprawdzian', 'Religia', '2', '2016-12-24 14:11:16'), 
('128', 'Egzamin', 'Język Włoski', '3', '2016-09-21 16:34:44'), 
('128', 'Sprawdzian', 'Zajęcia Artystyczne', '3', '2016-11-17 05:42:56'), 
('128', 'Odpowiedź ustna', 'Język Polski', '2', '2017-01-09 16:02:39'), 
('129', 'Projekt', 'Religia', '2', '2017-01-22 03:52:34'), 
('129', 'Sprawdzian', 'Zajęcia Artystyczne', '6', '2016-12-06 19:04:32'), 
('129', 'Sprawdzian', 'Język Angielski', '1', '2016-10-05 17:10:33'), 
('129', 'Praca dodatkowa', 'Fizyka', '2', '2017-01-03 06:45:50'), 
('129', 'Projekt', 'Matematyka', '6', '2017-01-17 01:45:41'), 
('129', 'Praca dodatkowa', 'Język Rosyjski', '2', '2017-02-01 19:40:00'), 
('129', 'Projekt', 'Plastyka', '3', '2016-09-29 13:36:00'), 
('129', 'Praca dodatkowa', 'Chemia', '6', '2016-10-19 11:30:47'), 
('129', 'Sprawdzian', 'Język Rosyjski', '6', '2016-11-07 05:02:53'), 
('129', 'Odpowiedź ustna', 'Plastyka', '4', '2016-11-09 22:42:48'), 
('129', 'Odpowiedź ustna', 'Plastyka', '4', '2016-09-19 03:09:12'), 
('129', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '4', '2016-12-26 23:46:00'), 
('129', 'Projekt', 'Plastyka', '1', '2016-10-11 08:28:35'), 
('129', 'Egzamin', 'Technika', '4', '2017-01-31 23:27:55'), 
('129', 'Zachowanie', 'Język Rosyjski', '4', '2016-12-09 00:29:23'), 
('129', 'Praca dodatkowa', 'Język Włoski', '3', '2016-12-15 02:09:22'), 
('129', 'Kartkówka', 'Fizyka', '4', '2016-11-28 23:34:25'), 
('129', 'Zachowanie', 'Informatyka', '2', '2016-10-18 23:54:44'), 
('129', 'Sprawdzian', 'Informatyka', '4', '2016-12-03 13:53:45'), 
('129', 'Odpowiedź ustna', 'Fizyka', '5', '2016-10-22 23:22:47'), 
('129', 'Projekt', 'Język Angielski', '3', '2016-11-15 16:01:56'), 
('130', 'Zachowanie', 'Godzina Wychowawcza', '4', '2016-11-03 04:04:21'), 
('130', 'Sprawdzian', 'Informatyka', '3', '2016-12-19 23:10:57'), 
('130', 'Praca dodatkowa', 'Język Francuski', '5', '2016-10-22 15:36:19'), 
('130', 'Aktywność na lekcji', 'Plastyka', '6', '2017-01-25 15:54:43'), 
('130', 'Praca dodatkowa', 'Zajęcia Artystyczne', '4', '2017-01-06 11:06:11'), 
('130', 'Kartkówka', 'Geografia', '3', '2016-12-29 05:58:38'), 
('130', 'Zachowanie', 'Biologia', '1', '2016-10-23 15:51:28'), 
('130', 'Zachowanie', 'Wychowanie Fizyczne', '6', '2016-12-30 09:55:51'), 
('130', 'Praca dodatkowa', 'Godzina Wychowawcza', '6', '2016-11-14 11:34:30'), 
('130', 'Zachowanie', 'Geografia', '4', '2016-11-13 15:03:36'), 
('130', 'Projekt', 'Religia', '1', '2016-10-26 06:38:32'), 
('130', 'Odpowiedź ustna', 'Język Angielski', '5', '2017-01-31 00:35:56'), 
('130', 'Egzamin', 'Matematyka', '6', '2017-01-12 06:47:34'), 
('130', 'Zachowanie', 'Technika', '2', '2017-02-01 13:11:14'), 
('130', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '1', '2016-10-04 21:31:48'), 
('130', 'Odpowiedź ustna', 'Matematyka', '5', '2016-11-08 12:42:28'), 
('130', 'Sprawdzian', 'Język Rosyjski', '5', '2016-10-03 18:03:49'), 
('130', 'Zachowanie', 'Wiedza o Społeczeństwie', '5', '2016-10-26 15:08:37'), 
('130', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '6', '2016-10-03 16:06:55'), 
('130', 'Projekt', 'Technika', '1', '2016-11-13 09:18:00'), 
('130', 'Odpowiedź ustna', 'Zajęcia Artystyczne', '6', '2017-01-18 07:19:16'), 
('130', 'Kartkówka', 'Godzina Wychowawcza', '4', '2016-09-18 14:39:33'), 
('130', 'Kartkówka', 'Chemia', '5', '2016-11-28 17:57:39'), 
('130', 'Aktywność na lekcji', 'Fizyka', '2', '2016-09-27 18:38:36'), 
('130', 'Kartkówka', 'Matematyka', '2', '2016-09-10 19:37:57'), 
('130', 'Egzamin', 'Wiedza o Społeczeństwie', '4', '2016-11-19 17:51:06'), 
('130', 'Projekt', 'Wiedza o Społeczeństwie', '2', '2016-12-20 03:49:42'), 
('130', 'Odpowiedź ustna', 'Język Francuski', '5', '2016-12-02 05:08:52'), 
('131', 'Aktywność na lekcji', 'Język Rosyjski', '4', '2017-01-23 03:51:26'), 
('131', 'Praca dodatkowa', 'Plastyka', '4', '2016-10-06 09:07:54'), 
('131', 'Praca dodatkowa', 'Geografia', '1', '2016-11-26 02:48:00'), 
('131', 'Odpowiedź ustna', 'Język Włoski', '3', '2017-01-31 00:00:20'), 
('131', 'Praca dodatkowa', 'Zajęcia Artystyczne', '6', '2016-12-03 14:26:51'), 
('131', 'Projekt', 'Zajęcia Artystyczne', '2', '2016-10-06 05:41:05'), 
('131', 'Projekt', 'Chemia', '4', '2016-11-09 09:18:24'), 
('131', 'Sprawdzian', 'Muzyka', '1', '2016-11-29 23:53:08'), 
('131', 'Praca dodatkowa', 'Wychowanie Fizyczne', '2', '2017-01-17 19:25:15'), 
('131', 'Kartkówka', 'Religia', '1', '2016-10-03 14:12:49'), 
('131', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '3', '2017-01-08 20:00:32'), 
('131', 'Odpowiedź ustna', 'Muzyka', '2', '2016-10-15 00:02:13'), 
('131', 'Projekt', 'Wiedza o Społeczeństwie', '4', '2016-09-23 17:14:57'), 
('131', 'Odpowiedź ustna', 'Język Angielski', '3', '2017-01-07 01:14:47'), 
('131', 'Praca dodatkowa', 'Informatyka', '5', '2016-11-30 12:07:56'), 
('131', 'Kartkówka', 'Język Polski', '2', '2016-10-09 19:56:21'), 
('131', 'Aktywność na lekcji', 'Wychowanie do Życia w Rodzinie', '2', '2016-11-07 20:33:01'), 
('131', 'Praca dodatkowa', 'Wychowanie do Życia w Rodzinie', '3', '2016-09-25 09:38:10'), 
('131', 'Odpowiedź ustna', 'Wiedza o Społeczeństwie', '3', '2016-09-11 20:50:46'), 
('131', 'Praca dodatkowa', 'Język Hiszpański', '6', '2016-11-26 15:19:11'), 
('131', 'Zachowanie', 'Wychowanie Fizyczne', '6', '2016-11-13 23:14:21'), 
('131', 'Odpowiedź ustna', 'Technika', '6', '2017-01-30 13:56:25'), 
('131', 'Odpowiedź ustna', 'Matematyka', '3', '2016-10-23 10:46:09'), 
('131', 'Sprawdzian', 'Język Rosyjski', '6', '2017-01-31 06:18:23'), 
('131', 'Sprawdzian', 'Chemia', '4', '2016-11-26 08:27:01'), 
('131', 'Egzamin', 'Język Francuski', '5', '2016-10-01 20:10:43'), 
('131', 'Praca dodatkowa', 'Język Włoski', '2', '2016-12-30 12:19:04'), 
('131', 'Zachowanie', 'Język Włoski', '1', '2016-11-13 02:39:07'), 
('131', 'Praca dodatkowa', 'Geografia', '6', '2016-09-09 21:45:20'), 
('132', 'Projekt', 'Język Hiszpański', '3', '2017-01-06 02:04:42'), 
('132', 'Aktywność na lekcji', 'Wychowanie Fizyczne', '1', '2017-01-04 20:07:15'), 
('132', 'Zachowanie', 'Język Francuski', '4', '2017-01-01 00:16:13'), 
('132', 'Praca dodatkowa', 'Godzina Wychowawcza', '2', '2017-01-28 19:00:46'), 
('132', 'Praca dodatkowa', 'Język Rosyjski', '3', '2016-10-13 21:11:11'), 
('132', 'Odpowiedź ustna', 'Matematyka', '4', '2017-02-01 11:46:28'), 
('132', 'Odpowiedź ustna', 'Religia', '2', '2016-12-06 23:39:42'), 
('132', 'Zachowanie', 'Religia', '3', '2016-11-07 11:34:44'), 
('132', 'Aktywność na lekcji', 'Język Włoski', '5', '2016-09-12 20:00:43'), 
('132', 'Aktywność na lekcji', 'Język Rosyjski', '2', '2016-11-07 09:41:32'), 
('132', 'Zachowanie', 'Wychowanie Fizyczne', '4', '2016-12-25 06:43:12'), 
('132', 'Egzamin', 'Wiedza o Społeczeństwie', '4', '2016-11-02 02:23:06'), 
('132', 'Praca dodatkowa', 'Informatyka', '6', '2016-10-02 13:52:13'), 
('132', 'Projekt', 'Język Angielski', '5', '2016-12-25 20:36:59'), 
('132', 'Sprawdzian', 'Język Rosyjski', '5', '2016-11-08 20:07:21'), 
('132', 'Sprawdzian', 'Język Rosyjski', '6', '2016-10-08 13:21:12'), 
('132', 'Praca dodatkowa', 'Matematyka', '1', '2016-09-16 05:14:37'), 
('132', 'Projekt', 'Język Francuski', '3', '2016-11-18 11:12:31'), 
('132', 'Praca dodatkowa', 'Fizyka', '1', '2016-10-08 07:25:15'), 
('132', 'Kartkówka', 'Matematyka', '3', '2016-11-01 17:16:08'), 
('132', 'Kartkówka', 'Język Włoski', '3', '2016-10-30 20:22:43'), 
('132', 'Kartkówka', 'Biologia', '5', '2016-11-09 19:46:16'), 
('132', 'Zachowanie', 'Język Hiszpański', '3', '2016-12-29 11:02:41'), 
('132', 'Aktywność na lekcji', 'Chemia', '6', '2016-11-06 06:24:18'), 
('133', 'Zachowanie', 'Wychowanie Fizyczne', '4', '2016-10-21 23:37:48'), 
('133', 'Sprawdzian', 'Język Hiszpański', '4', '2017-01-26 01:21:36'), 
('133', 'Kartkówka', 'Biologia', '5', '2016-11-10 19:52:30'), 
('133', 'Praca dodatkowa', 'Język Rosyjski', '3', '2016-12-20 10:02:54'), 
('133', 'Odpowiedź ustna', 'Plastyka', '3', '2016-12-13 18:20:22'), 
('133', 'Kartkówka', 'Muzyka', '1', '2016-12-04 10:21:46'), 
('133', 'Odpowiedź ustna', 'Religia', '2', '2016-09-15 10:45:46'), 
('133', 'Odpowiedź ustna', 'Język Francuski', '2', '2016-11-05 23:50:34'), 
('133', 'Aktywność na lekcji', 'Religia', '2', '2016-12-17 06:30:04'), 
('133', 'Projekt', 'Godzina Wychowawcza', '5', '2016-11-21 06:08:03'), 
('133', 'Aktywność na lekcji', 'Muzyka', '5', '2017-01-25 02:36:05'), 
('133', 'Zachowanie', 'Plastyka', '6', '2016-12-10 09:36:18'), 
('133', 'Sprawdzian', 'Matematyka', '3', '2017-01-24 01:41:22'), 
('133', 'Projekt', 'Język Rosyjski', '3', '2016-11-07 10:47:41'), 
('133', 'Odpowiedź ustna', 'Język Polski', '6', '2016-10-15 23:59:23'), 
('133', 'Aktywność na lekcji', 'Biologia', '6', '2016-10-26 10:20:23'), 
('133', 'Praca dodatkowa', 'Język Polski', '3', '2016-12-13 02:23:07'), 
('133', 'Odpowiedź ustna', 'Godzina Wychowawcza', '2', '2016-12-27 18:27:10'), 
('133', 'Zachowanie', 'Język Hiszpański', '2', '2017-01-13 21:35:04'), 
('133', 'Egzamin', 'Język Angielski', '3', '2016-09-14 11:56:53'), 
('133', 'Sprawdzian', 'Informatyka', '6', '2016-11-21 02:35:45'), 
('134', 'Zachowanie', 'Muzyka', '6', '2016-12-05 08:45:16'), 
('134', 'Praca dodatkowa', 'Język Hiszpański', '6', '2016-10-31 15:51:28'), 
('134', 'Praca dodatkowa', 'Język Francuski', '4', '2016-10-20 12:03:19'), 
('134', 'Zachowanie', 'Język Francuski', '5', '2017-01-12 06:07:52'), 
('134', 'Odpowiedź ustna', 'Religia', '6', '2016-09-21 05:43:37'), 
('134', 'Kartkówka', 'Fizyka', '6', '2016-09-15 22:55:15'), 
('134', 'Projekt', 'Zajęcia Artystyczne', '3', '2016-11-06 09:05:13'), 
('134', 'Zachowanie', 'Religia', '2', '2016-09-07 05:47:08'), 
('134', 'Praca dodatkowa', 'Wychowanie Fizyczne', '5', '2016-12-31 15:05:29'), 
('134', 'Zachowanie', 'Biologia', '4', '2016-12-20 07:03:31'), 
('134', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '2', '2017-01-12 17:54:13'), 
('134', 'Aktywność na lekcji', 'Plastyka', '5', '2016-12-17 12:02:10'), 
('134', 'Zachowanie', 'Język Francuski', '5', '2017-01-28 11:39:46'), 
('134', 'Sprawdzian', 'Język Rosyjski', '4', '2016-11-29 08:28:51'), 
('134', 'Praca dodatkowa', 'Chemia', '4', '2016-10-26 02:02:53'), 
('134', 'Projekt', 'Język Angielski', '6', '2016-12-18 23:47:27'), 
('134', 'Praca dodatkowa', 'Język Włoski', '2', '2016-11-13 21:58:05'), 
('134', 'Zachowanie', 'Zajęcia Artystyczne', '4', '2016-11-17 21:35:45'), 
('134', 'Projekt', 'Religia', '2', '2016-12-08 04:58:34'), 
('134', 'Praca dodatkowa', 'Język Angielski', '6', '2016-12-11 07:49:19'), 
('134', 'Praca dodatkowa', 'Plastyka', '4', '2016-10-23 04:01:15'), 
('134', 'Kartkówka', 'Matematyka', '3', '2017-01-03 09:41:53'), 
('134', 'Odpowiedź ustna', 'Plastyka', '6', '2016-10-23 20:04:40'), 
('134', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '2', '2016-10-23 22:26:11'), 
('134', 'Egzamin', 'Język Rosyjski', '3', '2016-12-24 19:39:36'), 
('134', 'Projekt', 'Język Polski', '5', '2016-10-10 02:32:54'), 
('134', 'Zachowanie', 'Plastyka', '4', '2016-12-18 11:37:58'), 
('134', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '5', '2016-10-22 03:16:59'), 
('134', 'Kartkówka', 'Technika', '4', '2016-12-24 14:23:05'), 
('134', 'Odpowiedź ustna', 'Informatyka', '1', '2017-01-16 06:21:53'), 
('135', 'Zachowanie', 'Geografia', '5', '2017-01-28 08:50:24'), 
('135', 'Odpowiedź ustna', 'Chemia', '1', '2016-10-06 00:19:36'), 
('135', 'Zachowanie', 'Język Angielski', '5', '2016-11-17 05:48:20'), 
('135', 'Projekt', 'Wychowanie Fizyczne', '5', '2017-01-21 15:47:14'), 
('135', 'Sprawdzian', 'Plastyka', '3', '2016-09-24 19:29:10'), 
('135', 'Odpowiedź ustna', 'Geografia', '4', '2016-11-30 00:00:28'), 
('135', 'Zachowanie', 'Fizyka', '1', '2017-01-21 11:09:04'), 
('135', 'Zachowanie', 'Język Polski', '6', '2016-12-25 18:40:23'), 
('135', 'Zachowanie', 'Informatyka', '4', '2017-01-26 03:51:06'), 
('135', 'Odpowiedź ustna', 'Język Włoski', '4', '2016-09-24 06:01:19'), 
('135', 'Zachowanie', 'Religia', '5', '2017-01-24 19:55:14'), 
('135', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '4', '2016-11-08 20:14:49'), 
('135', 'Projekt', 'Fizyka', '2', '2016-12-14 16:26:44'), 
('135', 'Projekt', 'Matematyka', '2', '2016-10-13 00:55:55'), 
('135', 'Aktywność na lekcji', 'Zajęcia Artystyczne', '3', '2016-11-15 02:45:33'), 
('135', 'Kartkówka', 'Plastyka', '1', '2017-01-05 14:47:04'), 
('135', 'Kartkówka', 'Plastyka', '4', '2017-01-06 06:13:52'), 
('135', 'Aktywność na lekcji', 'Język Rosyjski', '5', '2016-12-09 21:18:00'), 
('135', 'Praca dodatkowa', 'Język Rosyjski', '5', '2016-10-22 08:47:52'), 
('135', 'Zachowanie', 'Matematyka', '5', '2016-11-25 02:19:08'), 
('135', 'Aktywność na lekcji', 'Język Angielski', '4', '2016-09-10 08:43:56'), 
('135', 'Odpowiedź ustna', 'Język Angielski', '5', '2016-10-22 10:51:05'), 
('136', 'Odpowiedź ustna', 'Plastyka', '1', '2016-12-04 10:52:30'), 
('136', 'Odpowiedź ustna', 'Język Hiszpański', '4', '2017-01-21 07:33:12'), 
('136', 'Sprawdzian', 'Technika', '2', '2016-09-27 12:41:43'), 
('136', 'Aktywność na lekcji', 'Plastyka', '4', '2016-10-05 12:22:13'), 
('136', 'Kartkówka', 'Język Francuski', '6', '2016-12-06 17:56:14'), 
('136', 'Egzamin', 'Wychowanie Fizyczne', '1', '2017-01-27 22:05:51'), 
('136', 'Aktywność na lekcji', 'Język Polski', '5', '2016-10-10 13:55:52'), 
('136', 'Odpowiedź ustna', 'Język Hiszpański', '1', '2016-09-26 20:31:22'), 
('136', 'Zachowanie', 'Język Francuski', '3', '2016-10-20 17:39:53'), 
('136', 'Odpowiedź ustna', 'Technika', '6', '2016-10-29 00:05:47'), 
('136', 'Egzamin', 'Fizyka', '1', '2016-11-11 04:14:12'), 
('136', 'Aktywność na lekcji', 'Religia', '5', '2016-10-04 06:46:13'), 
('136', 'Kartkówka', 'Chemia', '4', '2016-12-24 12:22:12'), 
('136', 'Sprawdzian', 'Wiedza o Społeczeństwie', '3', '2017-01-24 07:07:55'), 
('136', 'Praca dodatkowa', 'Język Rosyjski', '3', '2016-09-22 15:26:17'), 
('136', 'Odpowiedź ustna', 'Wychowanie do Życia w Rodzinie', '2', '2016-11-11 12:56:01'), 
('136', 'Projekt', 'Wychowanie Fizyczne', '6', '2016-10-26 18:52:31'), 
('136', 'Kartkówka', 'Wychowanie Fizyczne', '3', '2016-09-14 03:12:23'), 
('136', 'Kartkówka', 'Plastyka', '3', '2016-09-11 07:28:08'), 
('136', 'Projekt', 'Fizyka', '3', '2016-11-24 04:38:04'), 
('136', 'Kartkówka', 'Chemia', '3', '2016-10-01 03:50:19'), 
('137', 'Zachowanie', 'Informatyka', '6', '2016-09-20 06:05:29'), 
('137', 'Kartkówka', 'Język Hiszpański', '6', '2016-09-24 19:24:07'), 
('137', 'Kartkówka', 'Język Polski', '3', '2016-12-17 22:00:56'), 
('137', 'Zachowanie', 'Chemia', '6', '2016-12-19 19:14:42'), 
('137', 'Sprawdzian', 'Technika', '4', '2016-10-27 23:58:47'), 
('137', 'Aktywność na lekcji', 'Chemia', '1', '2016-09-15 14:45:08'), 
('137', 'Egzamin', 'Język Francuski', '2', '2016-10-24 23:48:24'), 
('137', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '5', '2016-11-14 14:48:54'), 
('137', 'Kartkówka', 'Plastyka', '2', '2016-09-08 06:00:22'), 
('137', 'Aktywność na lekcji', 'Język Angielski', '4', '2017-01-21 13:09:23'), 
('137', 'Kartkówka', 'Informatyka', '1', '2016-09-13 06:25:26'), 
('137', 'Kartkówka', 'Religia', '3', '2017-01-02 23:58:00'), 
('137', 'Odpowiedź ustna', 'Język Polski', '4', '2016-11-19 01:14:42'), 
('137', 'Sprawdzian', 'Religia', '4', '2016-12-05 08:54:37'), 
('137', 'Aktywność na lekcji', 'Geografia', '6', '2017-01-12 15:38:07'), 
('137', 'Praca dodatkowa', 'Wiedza o Społeczeństwie', '3', '2017-01-16 21:36:32'), 
('137', 'Praca dodatkowa', 'Język Angielski', '2', '2016-09-22 06:43:16'), 
('137', 'Kartkówka', 'Wychowanie do Życia w Rodzinie', '3', '2016-11-13 05:24:06'), 
('137', 'Projekt', 'Zajęcia Artystyczne', '4', '2016-09-15 14:02:17'), 
('137', 'Aktywność na lekcji', 'Język Hiszpański', '4', '2016-12-15 05:11:28'), 
('137', 'Kartkówka', 'Biologia', '6', '2017-02-02 19:55:46'), 
('137', 'Projekt', 'Plastyka', '5', '2016-12-14 21:17:12'), 
('137', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '3', '2017-01-01 10:32:15'), 
('137', 'Egzamin', 'Godzina Wychowawcza', '6', '2016-09-10 09:42:52'), 
('137', 'Projekt', 'Język Włoski', '1', '2016-11-01 14:12:05'), 
('138', 'Zachowanie', 'Wychowanie do Życia w Rodzinie', '6', '2016-09-17 08:58:30'), 
('138', 'Aktywność na lekcji', 'Wiedza o Społeczeństwie', '1', '2016-11-22 19:16:11'), 
('138', 'Aktywność na lekcji', 'Godzina Wychowawcza', '1', '2016-11-04 13:55:36'), 
('138', 'Kartkówka', 'Geografia', '3', '2016-09-26 04:01:48'), 
('138', 'Sprawdzian', 'Wychowanie do Życia w Rodzinie', '1', '2016-12-16 11:22:21'), 
('138', 'Kartkówka', 'Chemia', '5', '2016-10-27 00:26:38'), 
('138', 'Projekt', 'Język Angielski', '1', '2016-10-05 08:06:53'), 
('138', 'Zachowanie', 'Godzina Wychowawcza', '6', '2016-10-31 02:10:30'), 
('138', 'Praca dodatkowa', 'Chemia', '6', '2016-11-08 18:54:58'), 
('138', 'Egzamin', 'Technika', '2', '2016-12-25 10:10:22'), 
('138', 'Projekt', 'Muzyka', '3', '2017-01-18 20:43:07'), 
('138', 'Sprawdzian', 'Chemia', '6', '2016-11-17 21:38:55'), 
('138', 'Odpowiedź ustna', 'Język Włoski', '1', '2016-09-14 14:38:55'), 
('138', 'Projekt', 'Fizyka', '1', '2017-01-14 03:53:11'), 
('138', 'Zachowanie', 'Matematyka', '2', '2017-01-02 12:25:22'), 
('138', 'Zachowanie', 'Wychowanie Fizyczne', '2', '2017-01-10 09:07:36'), 
('138', 'Odpowiedź ustna', 'Fizyka', '3', '2017-01-11 06:04:08'), 
('138', 'Odpowiedź ustna', 'Plastyka', '2', '2016-09-10 16:24:15'), 
('138', 'Sprawdzian', 'Muzyka', '2', '2016-12-25 10:45:43'), 
('138', 'Egzamin', 'Zajęcia Artystyczne', '1', '2017-01-04 15:50:32'), 
('138', 'Sprawdzian', 'Biologia', '1', '2016-10-09 08:09:18'), 
('138', 'Projekt', 'Geografia', '4', '2016-12-10 10:49:25'), 
('138', 'Egzamin', 'Wiedza o Społeczeństwie', '5', '2016-11-19 09:08:49'), 
('138', 'Zachowanie', 'Zajęcia Artystyczne', '6', '2016-09-20 23:56:27'), 
('138', 'Egzamin', 'Język Rosyjski', '4', '2016-11-29 07:51:59'), 
('138', 'Aktywność na lekcji', 'Geografia', '2', '2016-12-23 20:21:29'), 
('139', 'Praca dodatkowa', 'Muzyka', '2', '2016-09-10 12:34:55'), 
('139', 'Egzamin', 'Wychowanie do Życia w Rodzinie', '5', '2016-12-25 04:31:46'), 
('139', 'Zachowanie', 'Informatyka', '5', '2016-10-15 19:43:18'), 
('139', 'Sprawdzian', 'Wychowanie Fizyczne', '1', '2016-09-25 08:40:18'), 
('139', 'Sprawdzian', 'Religia', '1', '2016-12-27 13:25:54'), 
('139', 'Odpowiedź ustna', 'Język Włoski', '4', '2016-10-08 22:53:31'), 
('139', 'Odpowiedź ustna', 'Fizyka', '1', '2016-12-30 02:09:38'), 
('139', 'Kartkówka', 'Język Hiszpański', '6', '2017-01-09 06:55:11'), 
('139', 'Projekt', 'Geografia', '4', '2016-12-23 12:00:26'), 
('139', 'Projekt', 'Geografia', '5', '2016-12-24 01:48:30'), 
('139', 'Sprawdzian', 'Język Rosyjski', '2', '2016-11-06 06:17:49'), 
('139', 'Sprawdzian', 'Zajęcia Artystyczne', '2', '2016-10-22 19:09:58'), 
('139', 'Odpowiedź ustna', 'Język Włoski', '6', '2017-01-28 09:58:50'), 
('139', 'Kartkówka', 'Fizyka', '1', '2016-11-02 01:36:44'), 
('139', 'Sprawdzian', 'Język Polski', '3', '2016-11-30 07:36:29'), 
('139', 'Egzamin', 'Język Angielski', '6', '2017-02-02 23:42:40'), 
('139', 'Odpowiedź ustna', 'Język Rosyjski', '1', '2016-09-23 07:43:25'), 
('139', 'Projekt', 'Chemia', '5', '2016-12-20 17:27:59'), 
('139', 'Kartkówka', 'Muzyka', '4', '2016-11-15 01:46:35'), 
('139', 'Odpowiedź ustna', 'Zajęcia Artystyczne', '3', '2016-11-10 06:43:52'), 
